IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.245.40.161,8080,8080,false,NRT,Asia Pacific,Tokyo,87,4.82
47.91.21.202,2086,2086,false,NRT,Asia Pacific,Tokyo,73,4.81
8.217.251.62,2052,2052,false,SIN,Asia Pacific,Singapore,100,4.81
8.222.130.137,2095,2095,false,SIN,Asia Pacific,Singapore,20,4.81
47.236.94.109,8080,8080,false,SIN,Asia Pacific,Singapore,29,4.81
47.245.3.137,2052,2052,false,NRT,Asia Pacific,Tokyo,84,4.80
47.74.54.33,2082,2082,false,LAX,North America,Los Angeles,185,4.80
47.242.234.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,57,4.80
8.218.18.235,2083,2083,true,HKG,Asia Pacific,Hong Kong,73,4.80
8.210.3.24,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,4.80
47.236.103.153,2082,2082,false,SIN,Asia Pacific,Singapore,23,4.80
8.219.99.8,2096,2096,true,SIN,Asia Pacific,Singapore,40,4.79
47.245.42.162,2095,2095,false,SIN,Asia Pacific,Singapore,174,4.79
47.245.54.98,8443,8443,true,NRT,Asia Pacific,Tokyo,127,4.79
47.245.39.49,2096,2096,true,HKG,Asia Pacific,Hong Kong,185,4.79
47.245.41.84,8080,8080,false,HKG,Asia Pacific,Hong Kong,172,4.79
47.245.6.9,2082,2082,false,HKG,Asia Pacific,Hong Kong,161,4.79
47.245.59.244,8443,8443,true,LAX,North America,Los Angeles,364,4.79
47.245.42.210,2083,2083,true,HKG,Asia Pacific,Hong Kong,283,4.79
47.245.54.197,8080,8080,false,SIN,Asia Pacific,Singapore,174,4.79
47.242.59.216,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,4.78
47.74.27.151,2096,2096,true,LAX,North America,Los Angeles,253,4.78
8.210.192.93,2096,2096,true,HKG,Asia Pacific,Hong Kong,106,4.78
8.217.251.62,8080,8080,false,SIN,Asia Pacific,Singapore,71,4.78
47.245.37.29,2086,2086,false,HKG,Asia Pacific,Hong Kong,166,4.78
8.209.214.157,2082,2082,false,NRT,Asia Pacific,Tokyo,76,4.78
47.245.59.244,2095,2095,false,LAX,North America,Los Angeles,182,4.78
47.245.115.6,443,443,true,SIN,Asia Pacific,Singapore,45,4.78
8.210.66.190,2086,2086,false,SIN,Asia Pacific,Singapore,78,4.78
47.245.37.29,2083,2083,true,NRT,Asia Pacific,Tokyo,141,4.77
8.217.239.116,2082,2082,false,HKG,Asia Pacific,Hong Kong,79,4.77
47.245.41.84,2052,2052,false,NRT,Asia Pacific,Tokyo,82,4.77
8.222.153.11,2087,2087,true,SIN,Asia Pacific,Singapore,89,4.76
47.91.23.146,2086,2086,false,SIN,Asia Pacific,Singapore,172,4.75
47.74.5.99,2052,2052,false,SIN,Asia Pacific,Singapore,149,4.75
8.222.168.234,2052,2052,false,SIN,Asia Pacific,Singapore,33,4.75
8.210.3.24,2096,2096,true,HKG,Asia Pacific,Hong Kong,46,4.75
8.210.156.6,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,4.75
47.245.10.77,2087,2087,true,LAX,North America,Los Angeles,267,4.74
47.91.31.235,2095,2095,false,LAX,North America,Los Angeles,185,4.74
47.245.40.161,2095,2095,false,NRT,Asia Pacific,Tokyo,81,4.74
8.219.154.107,2087,2087,true,SIN,Asia Pacific,Singapore,77,4.74
47.245.4.22,2083,2083,true,HKG,Asia Pacific,Hong Kong,179,4.74
47.245.38.233,2082,2082,false,NRT,Asia Pacific,Tokyo,74,4.74
47.245.2.231,2082,2082,false,NRT,Asia Pacific,Tokyo,80,4.74
47.245.89.102,2096,2096,true,SIN,Asia Pacific,Singapore,30,4.74
8.217.167.88,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,4.73
47.74.39.194,2087,2087,true,NRT,Asia Pacific,Tokyo,202,4.73
47.236.87.206,2053,2053,true,SIN,Asia Pacific,Singapore,86,4.73
8.222.229.102,8443,8443,true,SIN,Asia Pacific,Singapore,96,4.73
8.210.101.157,2096,2096,true,HKG,Asia Pacific,Hong Kong,73,4.73
8.210.146.108,8443,8443,true,HKG,Asia Pacific,Hong Kong,56,4.72
47.91.16.214,8880,8880,false,HKG,Asia Pacific,Hong Kong,139,4.72
47.245.39.49,2083,2083,true,HKG,Asia Pacific,Hong Kong,207,4.72
8.218.174.118,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,4.72
47.74.18.121,2082,2082,false,HKG,Asia Pacific,Hong Kong,294,4.72
47.236.4.129,2086,2086,false,SIN,Asia Pacific,Singapore,47,4.71
8.217.85.14,443,443,true,SIN,Asia Pacific,Singapore,105,4.71
47.245.40.161,2082,2082,false,SIN,Asia Pacific,Singapore,169,4.71
47.74.39.194,2053,2053,true,HKG,Asia Pacific,Hong Kong,213,4.71
47.245.53.101,80,80,false,NRT,Asia Pacific,Tokyo,85,4.71
47.245.55.235,2086,2086,false,NRT,Asia Pacific,Tokyo,93,4.70
47.74.5.233,2083,2083,true,SIN,Asia Pacific,Singapore,214,4.70
8.222.150.197,8080,8080,false,SIN,Asia Pacific,Singapore,315,4.70
47.242.79.71,443,443,true,HKG,Asia Pacific,Hong Kong,82,4.70
8.210.250.120,2053,2053,true,SIN,Asia Pacific,Singapore,105,4.70
47.245.37.41,2053,2053,true,NRT,Asia Pacific,Tokyo,84,4.69
8.210.117.18,8080,8080,false,SIN,Asia Pacific,Singapore,80,4.69
8.218.143.10,8443,8443,true,SIN,Asia Pacific,Singapore,133,4.69
47.236.145.180,2086,2086,false,SIN,Asia Pacific,Singapore,24,4.69
47.245.113.117,2083,2083,true,SIN,Asia Pacific,Singapore,26,4.68
8.218.18.235,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,4.68
8.222.150.197,8880,8880,false,SIN,Asia Pacific,Singapore,42,4.68
47.236.161.155,2082,2082,false,SIN,Asia Pacific,Singapore,26,4.68
8.219.60.54,2087,2087,true,SIN,Asia Pacific,Singapore,45,4.68
47.236.104.98,8080,8080,false,SIN,Asia Pacific,Singapore,21,4.68
47.74.54.33,2053,2053,true,HKG,Asia Pacific,Hong Kong,200,4.67
47.245.39.49,2095,2095,false,HKG,Asia Pacific,Hong Kong,159,4.67
47.74.52.188,2052,2052,false,LAX,North America,Los Angeles,174,4.67
47.74.11.9,2087,2087,true,NRT,Asia Pacific,Tokyo,150,4.66
8.219.153.44,2086,2086,false,SIN,Asia Pacific,Singapore,4,4.66
47.245.52.165,8443,8443,true,SIN,Asia Pacific,Singapore,300,4.66
47.245.37.98,8880,8880,false,SIN,Asia Pacific,Singapore,163,4.66
47.236.19.51,8080,8080,false,SIN,Asia Pacific,Singapore,22,4.65
8.217.251.62,2095,2095,false,SIN,Asia Pacific,Singapore,76,4.65
47.245.59.133,80,80,false,SIN,Asia Pacific,Singapore,155,4.65
8.218.22.210,2087,2087,true,SIN,Asia Pacific,Singapore,142,4.65
47.242.17.250,2082,2082,false,SIN,Asia Pacific,Singapore,84,4.64
47.74.16.67,2095,2095,false,HKG,Asia Pacific,Hong Kong,176,4.64
47.236.97.254,2095,2095,false,SIN,Asia Pacific,Singapore,21,4.64
47.245.58.250,2053,2053,true,NRT,Asia Pacific,Tokyo,97,4.64
47.74.16.67,80,80,false,HKG,Asia Pacific,Hong Kong,168,4.64
47.74.16.67,2087,2087,true,NRT,Asia Pacific,Tokyo,207,4.64
8.222.168.234,2095,2095,false,SIN,Asia Pacific,Singapore,16,4.64
47.242.171.94,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,4.63
47.242.174.27,2053,2053,true,HKG,Asia Pacific,Hong Kong,59,4.63
47.245.4.189,2086,2086,false,LAX,North America,Los Angeles,176,4.63
47.243.42.219,2096,2096,true,HKG,Asia Pacific,Hong Kong,52,4.63
8.209.200.73,2096,2096,true,NRT,Asia Pacific,Tokyo,80,4.63
8.222.140.185,2052,2052,false,SIN,Asia Pacific,Singapore,59,4.62
47.91.16.198,2083,2083,true,SIN,Asia Pacific,Singapore,214,4.62
8.219.112.75,2087,2087,true,SIN,Asia Pacific,Singapore,67,4.62
8.209.212.5,2052,2052,false,NRT,Asia Pacific,Tokyo,86,4.62
47.236.116.208,2096,2096,true,SIN,Asia Pacific,Singapore,85,4.62
8.217.250.5,2083,2083,true,HKG,Asia Pacific,Hong Kong,69,4.61
8.219.65.191,8080,8080,false,SIN,Asia Pacific,Singapore,6,4.61
47.245.55.235,2087,2087,true,NRT,Asia Pacific,Tokyo,178,4.61
8.222.140.87,8880,8880,false,SIN,Asia Pacific,Singapore,29,4.61
8.222.210.182,2083,2083,true,SIN,Asia Pacific,Singapore,76,4.61
47.245.34.36,2083,2083,true,SIN,Asia Pacific,Singapore,254,4.61
47.74.4.47,2082,2082,false,SIN,Asia Pacific,Singapore,160,4.61
8.218.207.169,2086,2086,false,SIN,Asia Pacific,Singapore,79,4.60
47.245.55.94,2087,2087,true,LAX,North America,Los Angeles,264,4.60
47.245.56.207,8880,8880,false,SIN,Asia Pacific,Singapore,201,4.60
8.222.137.192,8880,8880,false,SIN,Asia Pacific,Singapore,35,4.60
47.74.54.145,2082,2082,false,NRT,Asia Pacific,Tokyo,76,4.60
47.245.55.235,2096,2096,true,NRT,Asia Pacific,Tokyo,173,4.60
8.210.3.24,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,4.60
47.245.41.169,2095,2095,false,SIN,Asia Pacific,Singapore,156,4.59
8.219.101.72,2086,2086,false,SIN,Asia Pacific,Singapore,9,4.59
47.74.49.62,2053,2053,true,SIN,Asia Pacific,Singapore,200,4.59
47.236.83.239,80,80,false,SIN,Asia Pacific,Singapore,24,4.59
47.245.4.22,80,80,false,HKG,Asia Pacific,Hong Kong,158,4.59
8.210.3.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,51,4.58
8.219.72.51,2086,2086,false,SIN,Asia Pacific,Singapore,42,4.58
47.74.37.50,8880,8880,false,LAX,North America,Los Angeles,170,4.57
8.222.167.147,2083,2083,true,SIN,Asia Pacific,Singapore,97,4.57
8.217.159.210,2053,2053,true,HKG,Asia Pacific,Hong Kong,84,4.57
47.245.59.243,2053,2053,true,NRT,Asia Pacific,Tokyo,147,4.57
47.245.108.213,2086,2086,false,SIN,Asia Pacific,Singapore,32,4.57
8.222.164.44,2083,2083,true,SIN,Asia Pacific,Singapore,73,4.57
8.219.111.175,2096,2096,true,SIN,Asia Pacific,Singapore,85,4.56
8.209.214.222,8080,8080,false,SIN,Asia Pacific,Singapore,162,4.56
8.222.130.137,8443,8443,true,SIN,Asia Pacific,Singapore,60,4.56
47.74.10.135,2083,2083,true,SIN,Asia Pacific,Singapore,322,4.56
8.210.146.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,70,4.56
8.210.119.11,2096,2096,true,SIN,Asia Pacific,Singapore,103,4.55
8.210.65.1,80,80,false,SIN,Asia Pacific,Singapore,77,4.55
47.242.234.127,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,4.55
8.222.154.227,2086,2086,false,SIN,Asia Pacific,Singapore,26,4.55
47.74.41.41,2096,2096,true,LAX,North America,Los Angeles,202,4.55
47.245.37.94,8880,8880,false,NRT,Asia Pacific,Tokyo,83,4.55
47.245.6.9,2096,2096,true,HKG,Asia Pacific,Hong Kong,182,4.55
47.74.43.95,2083,2083,true,NRT,Asia Pacific,Tokyo,79,4.55
47.74.13.94,80,80,false,NRT,Asia Pacific,Tokyo,77,4.55
47.74.27.94,8080,8080,false,SIN,Asia Pacific,Singapore,160,4.55
47.74.34.162,8443,8443,true,LAX,North America,Los Angeles,170,4.54
8.222.180.242,8080,8080,false,SIN,Asia Pacific,Singapore,8,4.54
47.243.42.219,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,4.54
8.210.65.1,2083,2083,true,SIN,Asia Pacific,Singapore,74,4.54
47.245.107.174,2087,2087,true,SIN,Asia Pacific,Singapore,47,4.54
47.74.13.200,8080,8080,false,LAX,North America,Los Angeles,172,4.54
8.222.168.234,8080,8080,false,SIN,Asia Pacific,Singapore,8,4.54
8.209.200.73,8080,8080,false,NRT,Asia Pacific,Tokyo,76,4.54
8.219.157.97,2086,2086,false,SIN,Asia Pacific,Singapore,9,4.53
47.74.34.135,8443,8443,true,NRT,Asia Pacific,Tokyo,95,4.53
47.245.10.156,8080,8080,false,NRT,Asia Pacific,Tokyo,75,4.53
47.245.126.151,2086,2086,false,SIN,Asia Pacific,Singapore,8,4.52
47.245.115.6,8443,8443,true,SIN,Asia Pacific,Singapore,50,4.52
47.245.11.216,2086,2086,false,SIN,Asia Pacific,Singapore,231,4.52
47.74.15.120,2082,2082,false,SIN,Asia Pacific,Singapore,155,4.52
47.242.174.27,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,4.51
8.219.82.177,80,80,false,SIN,Asia Pacific,Singapore,6,4.51
8.222.152.165,443,443,true,SIN,Asia Pacific,Singapore,75,4.51
47.245.4.143,2083,2083,true,SIN,Asia Pacific,Singapore,268,4.51
47.74.15.120,2052,2052,false,SIN,Asia Pacific,Singapore,160,4.51
47.245.54.197,2096,2096,true,HKG,Asia Pacific,Hong Kong,182,4.50
47.74.14.85,8880,8880,false,NRT,Asia Pacific,Tokyo,76,4.49
8.209.214.222,2053,2053,true,SIN,Asia Pacific,Singapore,162,4.49
47.245.13.93,2087,2087,true,LAX,North America,Los Angeles,383,4.49
47.245.58.175,2053,2053,true,HKG,Asia Pacific,Hong Kong,217,4.49
47.245.118.70,8080,8080,false,SIN,Asia Pacific,Singapore,111,4.49
8.222.175.78,2052,2052,false,SIN,Asia Pacific,Singapore,20,4.48
8.219.58.64,80,80,false,SIN,Asia Pacific,Singapore,5,4.48
8.217.91.121,2096,2096,true,SIN,Asia Pacific,Singapore,137,4.48
8.219.153.44,2086,2086,false,SIN,Asia Pacific,Singapore,10,4.48
8.219.124.227,8880,8880,false,SIN,Asia Pacific,Singapore,3,4.48
47.74.5.150,2086,2086,false,HKG,Asia Pacific,Hong Kong,154,4.48
8.222.131.102,2086,2086,false,SIN,Asia Pacific,Singapore,22,4.47
47.76.146.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,54,4.47
8.219.147.58,8080,8080,false,SIN,Asia Pacific,Singapore,4,4.47
8.219.83.201,2096,2096,true,SIN,Asia Pacific,Singapore,100,4.46
47.245.53.50,2095,2095,false,NRT,Asia Pacific,Tokyo,95,4.46
47.245.4.143,2052,2052,false,HKG,Asia Pacific,Hong Kong,177,4.46
8.210.9.129,2082,2082,false,SIN,Asia Pacific,Singapore,102,4.46
47.245.56.121,2086,2086,false,LAX,North America,Los Angeles,186,4.46
47.245.113.117,2087,2087,true,SIN,Asia Pacific,Singapore,38,4.46
47.74.52.104,2087,2087,true,LAX,North America,Los Angeles,174,4.46
8.210.119.11,2052,2052,false,SIN,Asia Pacific,Singapore,80,4.46
8.219.60.130,2083,2083,true,SIN,Asia Pacific,Singapore,48,4.46
8.219.83.201,2053,2053,true,SIN,Asia Pacific,Singapore,78,4.45
47.245.59.244,8443,8443,true,LAX,North America,Los Angeles,259,4.45
47.74.13.200,2095,2095,false,SIN,Asia Pacific,Singapore,150,4.45
8.217.250.5,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,4.45
47.236.87.246,2096,2096,true,SIN,Asia Pacific,Singapore,106,4.45
47.74.54.33,80,80,false,SIN,Asia Pacific,Singapore,182,4.45
47.74.54.33,8443,8443,true,SIN,Asia Pacific,Singapore,204,4.44
47.245.118.70,80,80,false,SIN,Asia Pacific,Singapore,5,4.44
47.245.40.161,8443,8443,true,HKG,Asia Pacific,Hong Kong,275,4.44
47.91.16.214,2095,2095,false,SIN,Asia Pacific,Singapore,145,4.44
47.74.50.64,2053,2053,true,NRT,Asia Pacific,Tokyo,168,4.43
47.245.58.175,80,80,false,SIN,Asia Pacific,Singapore,179,4.43
47.245.4.219,2087,2087,true,HKG,Asia Pacific,Hong Kong,184,4.43
8.210.39.96,2095,2095,false,SIN,Asia Pacific,Singapore,74,4.43
8.222.144.117,2086,2086,false,SIN,Asia Pacific,Singapore,24,4.42
47.236.145.85,2087,2087,true,SIN,Asia Pacific,Singapore,60,4.42
47.245.126.151,80,80,false,SIN,Asia Pacific,Singapore,8,4.42
47.74.23.99,2052,2052,false,HKG,Asia Pacific,Hong Kong,169,4.42
47.91.25.66,8880,8880,false,SIN,Asia Pacific,Singapore,148,4.41
47.236.144.156,8080,8080,false,SIN,Asia Pacific,Singapore,5,4.40
47.245.33.163,2087,2087,true,NRT,Asia Pacific,Tokyo,103,4.40
47.74.3.2,8880,8880,false,SIN,Asia Pacific,Singapore,169,4.40
47.245.33.158,2053,2053,true,NRT,Asia Pacific,Tokyo,106,4.39
47.245.114.163,2096,2096,true,SIN,Asia Pacific,Singapore,45,4.39
8.222.180.242,2095,2095,false,SIN,Asia Pacific,Singapore,17,4.39
8.219.134.117,8880,8880,false,SIN,Asia Pacific,Singapore,14,4.38
8.222.152.165,2096,2096,true,SIN,Asia Pacific,Singapore,41,4.38
47.74.6.16,2083,2083,true,SIN,Asia Pacific,Singapore,199,4.38
47.236.145.85,2095,2095,false,SIN,Asia Pacific,Singapore,11,4.38
47.242.17.250,2086,2086,false,SIN,Asia Pacific,Singapore,67,4.38
8.219.53.222,2052,2052,false,SIN,Asia Pacific,Singapore,12,4.38
47.91.14.62,8080,8080,false,SIN,Asia Pacific,Singapore,151,4.37
8.209.241.128,8443,8443,true,SIN,Asia Pacific,Singapore,211,4.37
8.210.250.120,2087,2087,true,SIN,Asia Pacific,Singapore,114,4.37
47.245.108.213,8443,8443,true,SIN,Asia Pacific,Singapore,73,4.37
47.74.27.94,80,80,false,SIN,Asia Pacific,Singapore,166,4.37
8.210.119.11,8080,8080,false,SIN,Asia Pacific,Singapore,72,4.36
47.245.34.36,2087,2087,true,NRT,Asia Pacific,Tokyo,186,4.36
47.245.53.50,2083,2083,true,LAX,North America,Los Angeles,224,4.36
47.245.4.189,2095,2095,false,NRT,Asia Pacific,Tokyo,79,4.36
47.74.14.85,2082,2082,false,NRT,Asia Pacific,Tokyo,74,4.36
47.245.41.69,2087,2087,true,SIN,Asia Pacific,Singapore,190,4.36
47.245.58.175,8880,8880,false,LAX,North America,Los Angeles,178,4.36
47.245.37.41,2096,2096,true,NRT,Asia Pacific,Tokyo,101,4.36
47.245.54.140,2082,2082,false,SIN,Asia Pacific,Singapore,160,4.35
47.245.107.174,80,80,false,SIN,Asia Pacific,Singapore,18,4.35
8.209.252.13,2052,2052,false,NRT,Asia Pacific,Tokyo,75,4.35
47.74.13.66,2087,2087,true,SIN,Asia Pacific,Singapore,213,4.35
8.219.70.117,2086,2086,false,SIN,Asia Pacific,Singapore,14,4.34
8.219.6.187,2087,2087,true,SIN,Asia Pacific,Singapore,52,4.34
47.242.171.94,2082,2082,false,HKG,Asia Pacific,Hong Kong,60,4.34
47.74.4.47,2096,2096,true,SIN,Asia Pacific,Singapore,250,4.34
47.74.52.104,2096,2096,true,HKG,Asia Pacific,Hong Kong,191,4.34
8.219.58.64,2053,2053,true,SIN,Asia Pacific,Singapore,72,4.33
47.76.146.1,80,80,false,HKG,Asia Pacific,Hong Kong,54,4.33
8.210.65.1,2087,2087,true,SIN,Asia Pacific,Singapore,76,4.33
47.245.39.49,8443,8443,true,HKG,Asia Pacific,Hong Kong,202,4.33
47.91.14.69,8080,8080,false,NRT,Asia Pacific,Tokyo,101,4.33
8.218.211.17,2096,2096,true,HKG,Asia Pacific,Hong Kong,67,4.33
47.236.83.239,2053,2053,true,SIN,Asia Pacific,Singapore,69,4.33
47.245.56.207,2083,2083,true,SIN,Asia Pacific,Singapore,254,4.32
8.217.193.25,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,4.32
47.245.4.22,8443,8443,true,HKG,Asia Pacific,Hong Kong,165,4.32
47.74.15.80,80,80,false,HKG,Asia Pacific,Hong Kong,164,4.32
8.222.136.196,80,80,false,SIN,Asia Pacific,Singapore,9,4.32
47.91.10.241,2095,2095,false,LAX,North America,Los Angeles,176,4.32
47.245.41.169,2053,2053,true,SIN,Asia Pacific,Singapore,205,4.32
8.219.103.126,2095,2095,false,SIN,Asia Pacific,Singapore,9,4.32
47.245.108.213,8080,8080,false,SIN,Asia Pacific,Singapore,6,4.31
8.209.212.5,2082,2082,false,HKG,Asia Pacific,Hong Kong,170,4.31
47.245.53.50,8443,8443,true,HKG,Asia Pacific,Hong Kong,384,4.30
47.74.18.121,8880,8880,false,NRT,Asia Pacific,Tokyo,93,4.30
47.245.118.70,2052,2052,false,SIN,Asia Pacific,Singapore,5,4.30
8.209.214.157,8080,8080,false,NRT,Asia Pacific,Tokyo,74,4.30
47.74.15.80,2052,2052,false,NRT,Asia Pacific,Tokyo,75,4.30
47.245.113.12,2053,2053,true,SIN,Asia Pacific,Singapore,82,4.29
8.219.73.188,8080,8080,false,SIN,Asia Pacific,Singapore,11,4.29
47.245.115.6,2095,2095,false,SIN,Asia Pacific,Singapore,8,4.29
47.76.75.204,8080,80,false,HKG,Asia Pacific,Hong Kong,39,4.29
8.209.242.25,8443,8443,true,HKG,Asia Pacific,Hong Kong,182,4.29
47.74.43.95,2095,2095,false,SIN,Asia Pacific,Singapore,153,4.29
8.219.93.85,2083,2083,true,SIN,Asia Pacific,Singapore,73,4.29
47.245.4.22,2052,2052,false,HKG,Asia Pacific,Hong Kong,176,4.29
47.245.2.231,8443,8443,true,NRT,Asia Pacific,Tokyo,106,4.28
8.218.85.128,2053,2053,true,HKG,Asia Pacific,Hong Kong,116,4.28
8.219.60.130,8880,8880,false,SIN,Asia Pacific,Singapore,6,4.28
8.209.246.24,2087,2087,true,LAX,North America,Los Angeles,219,4.28
47.245.41.69,2095,2095,false,SIN,Asia Pacific,Singapore,156,4.28
47.245.6.9,8080,8080,false,HKG,Asia Pacific,Hong Kong,169,4.28
8.222.167.147,2095,2095,false,SIN,Asia Pacific,Singapore,57,4.28
8.217.207.60,443,443,true,HKG,Asia Pacific,Hong Kong,54,4.27
47.74.26.196,2095,2095,false,HKG,Asia Pacific,Hong Kong,169,4.27
47.74.5.233,2053,2053,true,SIN,Asia Pacific,Singapore,235,4.27
47.74.13.66,2086,2086,false,SIN,Asia Pacific,Singapore,158,4.27
8.210.21.65,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,4.27
47.245.11.118,8880,8880,false,LAX,North America,Los Angeles,183,4.27
47.245.40.55,2082,2082,false,HKG,Asia Pacific,Hong Kong,163,4.27
8.219.102.252,8080,8080,false,SIN,Asia Pacific,Singapore,41,4.27
8.210.156.6,2053,2053,true,HKG,Asia Pacific,Hong Kong,86,4.27
8.209.243.99,2083,2083,true,NRT,Asia Pacific,Tokyo,248,4.27
47.245.118.197,2086,2086,false,SIN,Asia Pacific,Singapore,7,4.27
47.74.45.143,2053,2053,true,LAX,North America,Los Angeles,304,4.27
47.245.34.36,2082,2082,false,SIN,Asia Pacific,Singapore,285,4.27
47.236.104.98,8443,8443,true,SIN,Asia Pacific,Singapore,81,4.26
47.76.155.35,8080,80,false,HKG,Asia Pacific,Hong Kong,37,4.26
47.245.37.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,178,4.26
8.210.117.18,2096,2096,true,SIN,Asia Pacific,Singapore,144,4.26
8.218.3.12,2082,2082,false,HKG,Asia Pacific,Hong Kong,58,4.25
8.219.121.87,2095,2095,false,SIN,Asia Pacific,Singapore,10,4.24
47.91.10.241,8443,8443,true,SIN,Asia Pacific,Singapore,200,4.24
8.210.21.65,80,80,false,HKG,Asia Pacific,Hong Kong,41,4.24
47.76.155.35,8080,80,false,SIN,Asia Pacific,Singapore,37,4.24
8.222.169.182,2083,2083,true,SIN,Asia Pacific,Singapore,60,4.24
47.74.13.200,2096,2096,true,SIN,Asia Pacific,Singapore,198,4.24
47.236.87.246,8443,8443,true,SIN,Asia Pacific,Singapore,86,4.24
8.209.241.128,2087,2087,true,HKG,Asia Pacific,Hong Kong,180,4.24
47.236.144.196,80,80,false,SIN,Asia Pacific,Singapore,24,4.23
47.250.148.120,80,443,true,KUL,Asia Pacific,Kuala Lumpur,64,4.23
8.210.101.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,57,4.23
47.242.174.27,2087,2087,true,HKG,Asia Pacific,Hong Kong,68,4.23
8.210.9.129,8080,8080,false,SIN,Asia Pacific,Singapore,76,4.23
8.210.3.24,2087,2087,true,HKG,Asia Pacific,Hong Kong,43,4.23
8.219.156.148,2053,2053,true,SIN,Asia Pacific,Singapore,106,4.22
47.245.52.153,8443,8443,true,NRT,Asia Pacific,Tokyo,148,4.22
8.209.200.73,2052,2052,false,NRT,Asia Pacific,Tokyo,76,4.22
8.219.101.138,8080,8080,false,SIN,Asia Pacific,Singapore,24,4.22
47.245.41.69,8443,8443,true,HKG,Asia Pacific,Hong Kong,234,4.22
47.74.18.121,2086,2086,false,HKG,Asia Pacific,Hong Kong,168,4.21
8.218.207.169,2082,2082,false,SIN,Asia Pacific,Singapore,72,4.21
47.250.147.83,80,443,true,KUL,Asia Pacific,Kuala Lumpur,23,4.21
47.245.8.68,2082,2082,false,LAX,North America,Los Angeles,280,4.21
8.218.181.189,2087,2087,true,SIN,Asia Pacific,Singapore,105,4.21
47.245.41.84,2083,2083,true,SIN,Asia Pacific,Singapore,297,4.21
47.245.37.29,8080,8080,false,HKG,Asia Pacific,Hong Kong,170,4.21
47.242.79.71,8080,8080,false,SIN,Asia Pacific,Singapore,70,4.20
47.245.114.163,2053,2053,true,SIN,Asia Pacific,Singapore,32,4.20
8.209.252.13,2082,2082,false,LAX,North America,Los Angeles,181,4.20
47.250.146.18,80,443,true,SIN,Asia Pacific,Singapore,38,4.20
47.245.56.207,2096,2096,true,NRT,Asia Pacific,Tokyo,137,4.20
47.91.1.199,2095,2095,false,HKG,Asia Pacific,Hong Kong,165,4.20
8.219.103.126,2086,2086,false,SIN,Asia Pacific,Singapore,20,4.20
8.210.39.96,8443,8443,true,SIN,Asia Pacific,Singapore,78,4.19
47.242.79.71,2082,2082,false,SIN,Asia Pacific,Singapore,80,4.19
47.250.148.120,80,443,true,KUL,Asia Pacific,Kuala Lumpur,30,4.19
47.236.87.206,8080,8080,false,SIN,Asia Pacific,Singapore,38,4.19
47.245.7.212,2096,2096,true,SIN,Asia Pacific,Singapore,174,4.19
8.210.250.120,2083,2083,true,SIN,Asia Pacific,Singapore,125,4.19
47.74.22.171,2087,2087,true,HKG,Asia Pacific,Hong Kong,245,4.19
47.250.42.55,80,443,true,SIN,Asia Pacific,Singapore,47,4.18
47.250.11.148,80,443,true,SIN,Asia Pacific,Singapore,36,4.18
47.245.126.151,2052,2052,false,SIN,Asia Pacific,Singapore,15,4.18
47.74.41.136,2053,2053,true,NRT,Asia Pacific,Tokyo,104,4.18
8.222.167.147,2053,2053,true,SIN,Asia Pacific,Singapore,115,4.18
8.209.214.157,8880,8880,false,NRT,Asia Pacific,Tokyo,98,4.17
47.250.50.21,80,443,true,SIN,Asia Pacific,Singapore,53,4.17
47.250.146.63,80,443,true,KUL,Asia Pacific,Kuala Lumpur,47,4.17
47.245.113.12,8080,8080,false,SIN,Asia Pacific,Singapore,7,4.17
47.245.33.163,2052,2052,false,NRT,Asia Pacific,Tokyo,86,4.17
47.245.113.12,2086,2086,false,SIN,Asia Pacific,Singapore,7,4.17
8.210.21.65,443,443,true,HKG,Asia Pacific,Hong Kong,39,4.17
47.245.37.12,2053,2053,true,SIN,Asia Pacific,Singapore,271,4.17
47.91.14.69,2087,2087,true,HKG,Asia Pacific,Hong Kong,201,4.17
8.210.9.129,8880,8880,false,SIN,Asia Pacific,Singapore,78,4.16
8.217.121.254,443,443,true,HKG,Asia Pacific,Hong Kong,78,4.16
